dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
restaurant/D/short,Timer,204.9752197265625,204.9752197265625,8.964832305908203,0.8364865183830261,0.8127961754798889,0.4661175012588501,33.4594612121582,14.31695556640625,0.6588994860649109,0.4125823378562927,0.4125823676586151,Sales,1.0
hierarchical_sales/D/short,Timer,30.41873359680176,30.41873359680176,2.7062768936157227,0.8625249266624451,0.8648467659950256,0.9972294569015504,34.50099563598633,5.515317916870117,1.6920385360717771,0.8302557468414307,0.8302558064460754,Sales,1.0
hierarchical_sales/W/short,Timer,478.2153625488281,478.2153625488281,10.28359031677246,0.8074617385864258,0.7302916646003723,0.5080252885818481,32.29846954345703,21.868135452270508,1.003976821899414,0.4721246361732483,0.472124695777893,Sales,1.0
loop_seattle/5T/short,Timer,72.92700958251953,72.92700958251953,5.170968532562256,0.8028478026390076,0.1457836925983429,0.1057910025119781,32.11391067504883,8.5397310256958,0.1464375406503677,0.0886706933379173,0.0886706933379173,Transport,1.0
loop_seattle/H/short,Timer,88.27337646484375,88.27337646484375,5.952459335327148,1.1994346380233765,0.1736440658569336,0.1311271786689758,47.977386474609375,9.395391464233398,0.1663079857826233,0.1053645834326744,0.1053645834326744,Transport,1.0
loop_seattle/D/short,Timer,36.45976257324219,36.45976257324219,4.904968738555908,1.5016674995422363,0.0917601883411407,0.0887525826692581,60.06670379638672,6.038191795349121,0.1079105660319328,0.0876583456993103,0.0876583456993103,Transport,1.0
sz_taxi/15T/short,Timer,18.27078628540039,18.27078628540039,2.948929071426392,0.5914117693901062,1240829919232.0,0.4183946549892425,23.656471252441406,4.2744340896606445,0.3996778726577759,0.2757374942302704,0.2757374942302704,Transport,1.0
sz_taxi/H/short,Timer,7.8406662940979,7.8406662940979,2.0194859504699707,0.6149353384971619,1.5491769313812256,0.3229924738407135,24.59741401672364,2.800118923187256,0.2608483731746673,0.1881275773048401,0.1881275624036789,Transport,1.0
m_dense/H/short,Timer,76534.609375,76534.609375,139.14401245117188,1.143413782119751,0.4861980676651001,0.3362470269203186,45.736549377441406,276.6488952636719,0.490706205368042,0.246806800365448,0.246806800365448,Transport,1.0
m_dense/D/short,Timer,19875.603515625,19875.603515625,87.71620178222656,1.1955851316452026,0.206885740160942,0.175531655550003,47.82340240478516,140.98086547851562,0.2440587282180786,0.1518497169017791,0.1518497318029403,Transport,1.0
