dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss
london_smart_meters_with_missing/30T/medium,chronos_bolt_base,0.049975386995465804,0.049975386995465804,0.10282144494887333,0.838810717625756,0.6952879529740255,0.4821920556091836,15.847979653383883,0.22355175462399263,0.9680808483987383,0.44526365640525556,0.39376765707412603
