dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss
bull/H/short,chronos_bolt_base,1575.206707317073,1575.206707317073,20.410095909552844,1.4259371112615642,0.3690997253968748,0.46640406662855693,10.427651235573292,39.68887384793216,0.5317176682887594,0.2734370505990764,0.21721142180736763
