dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss
gfc12_load/H/long,chronos_bolt_base,606326450.2518518,606326450.2518518,14417.31111111111,1.905555176021611,0.21343517162181713,0.17923108136212385,35.94812748953826,24623.69692495121,0.2838150197036778,0.1661752680576481,0.1468413352322847
