dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss
gfc12_load/H/medium,chronos_bolt_base,443340020.24296296,443340020.24296296,12050.757777777777,1.6055437523850156,0.19000911006221063,0.1525421142578125,23.263949502461454,21055.641055141565,0.24268927607223667,0.13889815434978697,0.1182394259315286
