dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss
beijing_subway_30min/30T/medium,chronos_bolt_base,12911.700483091787,12911.700483091787,42.56439022242351,0.20337653768179187,0.4496140094608883,0.2944493931080792,2.094298407978852,113.62966374627617,0.4371788973699164,0.16376228329085227,0.13538954175986623
