dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
ett1/H/medium,Nexus-1.0,152.46134746683947,152.46134746683947,6.902221793377972,1.2664625770799418,4006872550571.719,0.430192559767,9.141599347767636,12.347523940727529,0.5914171270585852,0.3306000622437534,0.2597503369276902,Energy,7
ett1/H/short,Nexus-1.0,104.36218255534595,104.36218255534595,4.938680358901372,0.8130033382394941,0.4984117034428553,0.25698360003905,5.682708957014856,10.215781054591272,0.4768122963091367,0.2305084173281364,0.1799466470928749,Energy,7
ett1/H/long,Nexus-1.0,175.2226578338733,175.2226578338733,7.40628736802324,1.4018150132499392,3361870727450.674,0.4734571420883142,9.049189730932415,13.23716955522869,0.6338993802810925,0.3546710611498627,0.2756428667488046,Energy,7
ett2/15T/medium,Nexus-1.0,11.40951082995936,11.40951082995936,2.1307630151040757,0.8869805081858242,0.1351023414788258,0.1647595136408643,6.425694341216134,3.377796741954637,0.1800089026342781,0.1135522180356645,0.0890475309585123,Energy,7
ett2/15T/short,Nexus-1.0,7.538024503096184,7.538024503096184,1.7003413938719731,0.7436083888048848,0.1076303511121887,0.1270081149114474,5.271783723010966,2.7455463032147507,0.1303408501734614,0.0807212548566028,0.0636987889105268,Energy,7
ett2/15T/long,Nexus-1.0,12.3336682185063,12.3336682185063,2.225064603753807,0.9264084580460712,0.1416250021953405,0.169633010154073,7.248722948199379,3.5119322628015333,0.1871572273431102,0.1185777203930634,0.0947447527815397,Energy,7
car_parts/M/short,Nexus-1.0,1.3635476757873255,1.3635476757873255,0.4479708410184468,0.8206485485534969,0.8254590009466514,1.897424145459975,15.265823993469626,1.167710441756571,2.80004985508178,1.0741881237164224,0.921798236764754,Sales,1
ett1/W/short,Nexus-1.0,962993.0356949794,962993.0356949794,793.4130494622196,1.4431714720068405,0.6280893451141727,0.5183458500683156,8.495370442769472,981.3220856044052,0.390491479811158,0.3157179893644848,0.239336998541072,Energy,7
bitbrains_rnd/5T/medium,Nexus-1.0,2263587.652202776,2263587.652202776,141.73869831866304,4.361609001786055,0.2912021390507695,0.6527576156350235,161.33914438335796,1504.5224000335706,6.330291857756906,0.5963668788684534,0.5721225607261674,Web/CloudOps,2
bitbrains_rnd/5T/short,Nexus-1.0,1712707.29818024,1712707.29818024,119.40870830310348,1.631624519288239,0.9939909605294904,0.5953976014029662,53.14932929868078,1308.7044349967796,5.354840724736571,0.4885859610548517,0.4019899522074791,Web/CloudOps,2
bitbrains_rnd/5T/long,Nexus-1.0,2274351.4377759965,2274351.4377759965,152.4811671967983,3.297296664557547,0.7205159788254227,0.6372708090095491,116.44735630088174,1508.0953012910015,5.777173581963742,0.584121023467309,0.5636352103930024,Web/CloudOps,2
hospital/M/short,Nexus-1.0,2664.273405147808,2664.273405147808,17.438133712782165,0.7514936201003479,0.1874824775847524,0.1711311968112998,5.015046455558876,51.61660009287524,0.1873802444430602,0.063304474759137,0.0501039489780149,Healthcare,1
us_births/W/short,Nexus-1.0,1610126.0002656628,1610126.0002656628,1001.6622717386218,0.9108224592485324,0.0135437179861384,0.0135900396466163,6.6336004048499655,1268.907404133833,0.01722529358913,0.013597467121433,0.0106820548009511,Healthcare,1
bizitobs_l2c/5T/medium,Nexus-1.0,81.22459178930443,81.22459178930443,5.582225666985546,0.5567840700230876,0.3859414009985007,0.6730227292503251,7.536550547826816,9.01246868451172,0.4741883868969712,0.2937071602669492,0.2451299441707143,Web/CloudOps,7
bizitobs_l2c/5T/short,Nexus-1.0,19.8880922221241,19.8880922221241,2.5672790541388384,0.2646682271558201,0.1475761916714114,0.1950999372583203,2.725704241678065,4.4596067340208485,0.1531609463720575,0.0881707542805111,0.0707286699436083,Web/CloudOps,7
bizitobs_l2c/5T/long,Nexus-1.0,132.46685850331025,132.46685850331025,7.33669987155532,0.7181670554648089,0.5802807219666858,0.8308674154270733,9.071537212080443,11.50942476856729,0.646236994134115,0.41194472940182,0.3438431740744633,Web/CloudOps,7
hierarchical_sales/D/short,Nexus-1.0,28.746418837319137,28.746418837319137,2.279397058686495,0.7369351829803967,0.6011955757904285,1.0497406298860097,7.17208492834855,5.361568691840023,1.6448698988650476,0.6992937748053407,0.5660164721143981,Sales,1
saugeen/D/short,Nexus-1.0,1183.5055700209623,1183.5055700209623,12.867099192174765,2.858940028510588,0.277221057402609,0.3227217599024879,29.83613730540121,34.40211577826228,1.1142927268924243,0.4167684086193131,0.3428089150076397,Nature,1
solar/H/medium,Nexus-1.0,745.227808688021,745.227808688021,10.740694635125562,0.8217432987962616,4.138162398744977,1.3602310174381242,7.448991062210451,27.29886094121916,0.9833686869559736,0.3869048896611872,0.3187882601920518,Energy,1
solar/H/short,Nexus-1.0,733.8850320862127,733.8850320862127,10.884482037948285,0.8399873642873927,4.347992467848346,1.3697409888481502,7.072529112310946,27.09031251363137,0.9985579694432948,0.4012056441499768,0.3269446084996945,Energy,1
solar/H/long,Nexus-1.0,709.2293043576421,709.2293043576421,11.24141268935386,0.855515635238009,4.724106460738616,1.360048544610761,6.753910481091938,26.631359416252906,0.9233577652348498,0.3897602648323587,0.3128774832983543,Energy,1
m_dense/D/short,Nexus-1.0,8073.843264073501,8073.843264073501,43.729512210106286,0.6533932000953995,0.1202488760071776,0.0945962388929122,7.494977644184069,89.85456729667948,0.1555515472221308,0.0757022540778788,0.062976263269223,Transport,1
bizitobs_service/10S/medium,Nexus-1.0,50564.43732240338,50564.43732240338,47.732837000822265,1.0789620083090667,0.080383075802852,0.0700299823979048,8.791242952317994,224.8653759972917,0.1692389809528223,0.0359248579563606,0.028402312898666,Web/CloudOps,2
bizitobs_service/10S/short,Nexus-1.0,3105.961204383272,3105.961204383272,19.75679047181936,0.7917781499876769,0.057049691516143,0.0461379092683214,5.765009740272538,55.731151113028986,0.0412874184246497,0.0146364619902394,0.0115109215961877,Web/CloudOps,2
bizitobs_service/10S/long,Nexus-1.0,128251.13502908831,128251.13502908831,75.04350829443074,1.3069341294994057,0.0889093503975361,0.0811746521172051,19.355518468773663,358.12167629045905,0.2653079866581915,0.0555946300251726,0.0520230857964007,Web/CloudOps,2
electricity/15T/medium,Nexus-1.0,264108.59353138646,264108.59353138646,54.08074967404122,0.8248850697211048,0.1264248809171224,0.1227760378194868,7.451199813169223,513.9149672186893,0.8855272388732404,0.093186577527075,0.0753505213311164,Energy,1
electricity/15T/short,Nexus-1.0,130388.28414844091,130388.28414844091,50.37570124561059,0.966132772538488,0.1609524745934909,0.1558608502621683,9.958473242206296,361.0931793158671,0.7117858330129776,0.0993004369195079,0.082475676052242,Energy,1
electricity/15T/long,Nexus-1.0,347825.73652291286,347825.73652291286,59.860910448508285,0.8783194090149331,0.1322036676920845,0.1257716754154223,7.581154836874609,589.7675275249671,0.9304305533101024,0.0944379224539354,0.0757787358177114,Energy,1
kdd_cup_2018/H/medium,Nexus-1.0,5031.881688360153,5031.881688360153,24.97422846916931,1.0363187061209842,0.9991324291380632,0.5540863911171334,8.89623282986896,70.93575747364761,1.484813874565275,0.522755832294616,0.4170591022750766,Nature,1
kdd_cup_2018/H/short,Nexus-1.0,4266.923446931304,4266.923446931304,21.97899465774965,0.9243206085562228,0.8349970777844473,0.4889473390562979,7.532105412677407,65.32169200909682,1.3673013207705482,0.4600601653209601,0.3697984068509783,Nature,1
kdd_cup_2018/H/long,Nexus-1.0,4087.4889064177432,4087.4889064177432,23.92785555817589,1.0119880990526222,1.0157658056743424,0.6043142895942585,8.164553998844276,63.93347250398451,1.5001376133537738,0.5614441813320672,0.4476709572414031,Nature,1
ett2/H/medium,Nexus-1.0,229.5936593761389,229.5936593761389,9.494992644562403,1.022663117338521,0.1731921100026595,0.1670553065812832,7.044568836955905,15.152348312262983,0.2041876376183149,0.1279511318867591,0.101352870152364,Energy,7
ett2/H/short,Nexus-1.0,105.1687366726695,105.1687366726695,6.30423969982548,0.7257648386187695,0.1185879026514673,0.1084896327479887,5.019919552445734,10.255180967329125,0.1300642287155825,0.0799553003314291,0.0633281642101941,Energy,7
ett2/H/long,Nexus-1.0,216.6171128083501,216.6171128083501,9.067614896095591,1.0068276211003475,0.1782808464740573,0.1711666992467602,7.610735041665114,14.717918086752286,0.2015505604517235,0.1241740070501877,0.1010702070375206,Energy,7
us_births/M/short,Nexus-1.0,52464866.72623771,52464866.72623771,6031.776082156847,0.681533508851489,0.0185465085368278,0.0187854010042754,4.024657871979428,7243.263541128246,0.0224975271747973,0.0187346553870493,0.013999952741679,Healthcare,1
us_births/D/short,Nexus-1.0,169831.69379648776,169831.69379648776,238.58842541650012,0.3512977177943833,0.023082444006528,0.0226621708827223,3.8250720433888135,412.1064107684904,0.0386316319589045,0.0223657288493933,0.0186807007761148,Healthcare,1
electricity/H/medium,Nexus-1.0,5774046.057063077,5774046.057063077,238.53054647300183,1.0548138191127117,0.2202309163582469,0.1221534958422785,9.444664069619984,2402.924480099838,0.937940611214046,0.093106332889335,0.0751351208133331,Energy,1
electricity/H/short,Nexus-1.0,1553057.8850963304,1553057.8850963304,163.8343889657087,0.8875820368222027,0.1748052627189981,0.1148501053638654,10.210675877573294,1246.2174309069546,0.5883036246089051,0.0773415316410446,0.0633044677286711,Energy,1
electricity/H/long,Nexus-1.0,9177123.124922616,9177123.124922616,279.1465021414217,1.2024273195216832,0.2954151204723238,0.1360731670510578,10.56924487529122,3029.3766891759456,1.194785270200975,0.1100952978803768,0.0894381621702882,Energy,1
ett2/W/short,Nexus-1.0,3165129.5578112984,3165129.5578112984,1224.530734594798,0.8236810522725565,0.1297093634120657,0.1412960680923613,8.215442799418279,1779.081099278866,0.1492376292539043,0.1027193554321632,0.085321014862621,Energy,7
solar/W/short,Nexus-1.0,1580806.1545820497,1580806.1545820497,1023.9248511028884,1.123056301892322,0.2325772889101219,0.2015548700608719,6.644462253163919,1257.3011391794926,0.2566465965863676,0.2090086614947734,0.1500059794852165,Energy,1
covid_deaths/D/short,Nexus-1.0,379004.6583033566,379004.6583033566,102.26627279820208,35.04500740219331,0.0896932412155329,0.1308241865871492,679.0562525114563,615.6335422175733,0.2316351162767211,0.0384781828252408,0.0308355027473019,Healthcare,1
hierarchical_sales/W/short,Nexus-1.0,471.69434786679307,471.69434786679307,8.972262279048714,0.7228390177130487,0.5295058209325246,0.4577991304730395,6.619851599804022,21.718525453326546,0.9971081268831816,0.4119209498910348,0.3449679930003214,Sales,1
kdd_cup_2018/D/short,Nexus-1.0,2863.7706456872643,2863.7706456872643,21.00164971594593,1.18951401779128,0.5205193638980302,0.4619208903155763,9.220370016266006,53.51420975486104,1.1987750846895064,0.4704592393717542,0.373494364759242,Nature,1
electricity/W/short,Nexus-1.0,80011502321.09314,80011502321.09314,34316.03404147205,1.572643080507694,0.2392143291177112,0.1011909745249499,12.035451015901396,282863.04516690254,0.6454001239601748,0.0782978653543078,0.0600679112388791,Energy,1
bizitobs_application/10S/medium,Nexus-1.0,3927993.022122538,3927993.022122538,1086.7527027672484,2.381100939809274,0.0342698311222251,0.0350102130808967,28.08718325211927,1981.9165023084445,0.0778240279168529,0.0426735801333528,0.0375160479338328,Web/CloudOps,2
bizitobs_application/10S/short,Nexus-1.0,388772.68921252136,388772.68921252136,332.1277084631875,1.1950242873601191,0.0164514005369572,0.0166737314342376,8.161797220130998,623.5163904922799,0.0240465349150473,0.0128088381630339,0.0105206006337873,Web/CloudOps,2
bizitobs_application/10S/long,Nexus-1.0,6300424.8742776485,6300424.8742776485,1516.0848336125348,3.2865094988375736,0.0478683192471887,0.0488870873547236,61.91489957332767,2510.0647151572903,0.096803163048214,0.0584693320681662,0.0540750484544853,Web/CloudOps,2
bizitobs_l2c/H/medium,Nexus-1.0,72.10297903157723,72.10297903157723,4.91098674129736,0.4929550217133271,0.5106105519899014,0.7683211567549758,5.526300920629606,8.49134730367197,0.5141639768532416,0.2973677065460585,0.2460690289034317,Web/CloudOps,7
bizitobs_l2c/H/short,Nexus-1.0,60.29787746334637,60.29787746334637,4.6272520099725485,0.4610958274551469,0.4121632622044445,0.5991435003367662,3.040040218316474,7.765170794216079,0.4185625927543515,0.2494207339347286,0.1973093079263912,Web/CloudOps,7
bizitobs_l2c/H/long,Nexus-1.0,97.43257641710458,97.43257641710458,5.681490319202573,0.6026370614892381,0.6893950680222372,0.7928146937202185,7.860811918919154,9.870794112790753,0.6029365932754449,0.3470418264877486,0.2976681018827358,Web/CloudOps,7
restaurant/D/short,Nexus-1.0,144.05938895435082,144.05938895435082,7.229648439415971,0.6918942982671114,0.6846796845323565,0.3971804469304051,4.677963513282855,12.002474284677756,0.5523816760343727,0.3327251721090523,0.260388227086546,Sales,1
sz_taxi/15T/medium,Nexus-1.0,16.5923265962613,16.5923265962613,2.767148745627916,0.5396939413049635,10527219216480.809,0.4064948317940365,3.932112010800538,4.073367967206167,0.3790948799842499,0.2575293786536738,0.2037264426686441,Transport,1
sz_taxi/15T/short,Nexus-1.0,16.67677221296043,16.67677221296043,2.7242192684086897,0.5433618343469413,1034449231854.5789,0.3920705439468507,3.883809769706548,4.083720388684861,0.3818453216907385,0.2547261525994498,0.2001831279979645,Transport,1
