dataset,model,eval_metrics/MAPE[0.5],eval_metrics/mean_weighted_sum_quantile_loss
sunspot_with_missing/D/short,timesfm,0.712632800983036,0.9514062138070715
sunspot_with_missing/D/short,timesfm,0.712632800983036,0.9514062138070715
