dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss
shmetro/15T/short,chronos_bolt_base,17316.26087470449,17316.26087470449,45.9692329713357,0.886984447475361,0.4058815012911314,0.295021060736185,7.643283576812249,131.59126443158942,0.5851052888502206,0.2043968606282324,0.1661085611437169
